Abyssinian;;;;;;
American Bobtail SH;;;;;;
American Bobtail LH;;;;;;
American Curl SH;;;;;;
;;;;;;
American Curl LH;;;;;;
;;;;;;
American Shorthair;;;;;;
;;;;;;
American Wirehair;;;;;;
;;;;;;
;;;;;;
Anatoli;;;;;;
Aphrodite's Giant SH;;;;;;
Aphrodite's Giant LH;;;;;;
Arabian Mau;;;;;;
Asian;;;;;;
;;;;;;
Australian Mist;;;;;;
Balinese;;;;;;
Bengal;;;;;;
;;;;;;
;;;;;;
Bombay;;;;;;
;;;;;;
;;;;;;
;;;;;;
Brazilian Shorthair;;;;;;
British Shorthair;;;;;;
British Longhair;;;;;;
;;;;;;
Burmese;;;;;;
Burmilla;;;;;;
;;;;;;
;;;;;;
;;;;;;
Burmilla LH;;;;;;
Celtic Shorthair;;;;;;
Ceylon;;;;;;
Chartreux;;;;;;
;;;;;;
Chausie;;;;;;
Chinese Li Hau;;;;;;
;;;;;;
Classicat;;;;;;
Colourpoint;;;;;;
Colourpoint Shorthair;;;;;;
;;;;;;
Cornish Rex;;;;;;
Cymric;;;;;;
;;;;;;
;;;;;;
Devon Rex;;;;;;
Deutsch Langhaar;;;;;;
Don Sphynx;;;;;;
;;;;;;
Egyptian Mau;;;;;;
;;;;;;
;;;;;;
Exotic Shorthair;;;;;;
Foreign White SH;;;;;;
;;;;;;
Foreign White LH;;;;;;
;;;;;;
German Rex;;;;;;
Household pet;;;;;;
Havana;;;;;;
;;;;;;
Highland Fold;;;;;;
Highland Straight;;;;;;
Highlander SH;;;;;;
Highlander LH;;;;;;
Japanese Bobtail SH;;;;;;
Japanese Bobtail LH;;;;;;
;;;;;;
Kanaani;;;;;;
Karelian Bobtail SH;;;;;;
Karelian Bobtail LH;;;;;;
Korat;;;;;;
Kurilian Bobtail SH;;;;;;
;;;;;;
Kurilian Bobtail LH;;;;;;
;;;;;;
LaPerm SH;;;;;;
;;;;;;
LaPerm LH;;;;;;
Lykoy;;;;;;
Maine Coon;;;;;;
Mandalay;;;;;;
;;;;;;
Manx;;;;;;
Mekong Bobtail;;;;;;
Minskin;;;;;;
Munchkin SH;;;;;;
Munchkin LH;;;;;;
Nebelung;;;;;;
Neva Masquerade;;;;;;
;;;;;;
Norwegian Forest;;;;;;
Ocicat;;;;;;
Ojos Azules SH;;;;;;
;;;;;;
Ojos Azules LH;;;;;;
;;;;;;
Oriental (Semi-) Longhair;;;;;;
;;;;;;
Oriental Shorthair;;;;;;
Original Longhair;;;;;;
Persian;;;;;;
Peterbald;;;;;;
Pixiebob SH;;;;;;
Pixiebob LH;;;;;;
Ragamuffin;;;;;;
Ragdoll;;;;;;
Russian;;;;;;
;;;;;;
;;;;;;
Russian Blue;;;;;;
Sacred Birman;;;;;;
Savannah;;;;;;
Scottish Fold;;;;;;
Scottish Straight;;;;;;
Selkirk Rex SH;;;;;;
;;;;;;
Selkirk Rex LH;;;;;;
;;;;;;
Serengeti;;;;;;
Siamese;;;;;;
Siberian cat;;;;;;
;;;;;;
;;;;;;
Singapura;;;;;;
;;;;;;
;;;;;;
Snowshoe;;;;;;
;;;;;;
Sokoke;;;;;;
;;;;;;
Somali;;;;;;
Sphynx;;;;;;
Thai;;;;;;
Tiffanie;;;;;;
;;;;;;
Tonkanese SH;;;;;;
;;;;;;
;;;;;;
Tonkanese LH;;;;;;
Toybob;;;;;;
;;;;;;
Toyger;;;;;;
Turkish Angora;;;;;;
;;;;;;
Turkish Van;;;;;;
Turkish Vankedisi;;;;;;
Ural Rex SH;;;;;;
Ural Rex LH;;;;;;
York;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
